employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
45865,Operations,region_22,Bachelor's,m,sourcing,2,40,3,12,0,0,59
2129,Operations,region_11,Bachelor's,m,sourcing,1,40,4,5,0,0,59
37955,Operations,region_27,Bachelor's,m,sourcing,1,33,3,7,0,0,73
50486,Operations,region_13,Bachelor's,m,sourcing,1,55,3,3,1,0,63
70856,Operations,region_2,Bachelor's,m,other,1,38,5,3,1,0,58
41643,Operations,region_15,Bachelor's,f,sourcing,1,47,2,18,0,0,58
62431,Operations,region_4,Bachelor's,f,sourcing,1,33,4,7,1,0,61
69876,Operations,region_15,Bachelor's,m,other,1,60,5,17,1,0,67
26586,Operations,region_23,Bachelor's,m,sourcing,1,29,,1,1,0,57
56173,Operations,region_2,Bachelor's,m,other,1,38,2,10,0,0,59
9831,Operations,region_15,Bachelor's,m,other,3,32,5,5,0,0,59
27596,Operations,region_14,Bachelor's,m,sourcing,1,28,3,3,0,0,58
43865,Operations,region_11,Bachelor's,m,sourcing,1,27,1,2,0,0,58
75416,Operations,region_12,Bachelor's,m,other,1,35,4,3,1,0,57
54924,Operations,region_28,Bachelor's,m,other,1,34,5,8,0,0,62
38522,Operations,region_17,Bachelor's,f,sourcing,1,35,5,8,1,0,87
1031,Operations,region_32,Bachelor's,f,other,1,27,1,2,0,0,59
49016,Operations,region_2,Bachelor's,f,other,2,31,4,3,1,0,61
5985,Operations,region_7,Bachelor's,m,sourcing,2,51,4,2,0,0,63
45068,Operations,region_16,Bachelor's,f,sourcing,1,29,,1,1,0,56
14407,Operations,region_6,Bachelor's,m,other,1,32,5,4,1,0,62
68638,Operations,region_19,Bachelor's,f,other,1,34,4,5,0,0,59
60132,Operations,region_14,Bachelor's,f,other,1,29,3,7,0,0,55
13500,Operations,region_7,Bachelor's,f,other,1,28,1,4,0,0,62
77163,Operations,region_7,Bachelor's,f,other,1,30,5,6,0,1,59
16693,Operations,region_20,Bachelor's,m,sourcing,1,40,3,9,1,0,64
20134,Operations,region_13,Bachelor's,m,other,1,33,3,6,0,0,58
63140,Operations,region_27,Bachelor's,f,other,1,29,,1,1,0,61
17438,Operations,region_12,Bachelor's,f,sourcing,1,43,3,10,1,0,65
29537,Operations,region_11,Bachelor's,f,other,1,31,4,7,1,1,59
26549,Operations,region_31,Bachelor's,m,sourcing,1,39,3,7,0,0,63
7427,Operations,region_2,Bachelor's,f,other,2,26,4,2,0,0,57
16826,Operations,region_7,Bachelor's,m,other,1,27,3,4,1,0,63
29812,Operations,region_32,Bachelor's,m,other,1,31,1,5,0,0,60
76645,Operations,region_7,Bachelor's,m,other,1,33,4,5,1,0,57
7511,Operations,region_21,Bachelor's,m,other,3,33,5,2,1,0,63
60377,Operations,region_4,Bachelor's,m,sourcing,1,27,3,5,1,0,57
26904,Operations,region_8,Bachelor's,m,sourcing,2,37,4,4,1,0,59
46443,Operations,region_22,Bachelor's,f,other,1,32,5,3,0,0,58
43859,Operations,region_19,Bachelor's,m,sourcing,1,39,3,3,0,0,57
60232,Operations,region_14,Bachelor's,m,other,1,35,4,5,0,0,59
60136,Operations,region_19,Bachelor's,m,sourcing,1,40,5,4,0,0,58
39415,Operations,region_22,Bachelor's,m,sourcing,2,32,3,2,0,0,59
19395,Operations,region_32,Bachelor's,m,other,1,36,3,7,0,0,94
51306,Operations,region_15,Bachelor's,m,other,1,32,5,7,1,0,59
54303,Operations,region_26,Bachelor's,f,other,1,34,3,8,0,0,62
40394,Operations,region_2,Bachelor's,m,other,1,45,1,5,0,0,61
37507,Operations,region_31,Bachelor's,m,other,1,30,4,6,1,0,60
64660,Operations,region_15,Bachelor's,m,sourcing,1,36,4,9,0,0,57
40982,Operations,region_7,Bachelor's,f,sourcing,1,33,5,5,1,0,61
77860,Operations,region_29,Bachelor's,m,sourcing,1,42,4,8,1,0,53
57753,Operations,region_19,Bachelor's,f,other,1,40,3,5,0,0,57
4448,Operations,region_2,Bachelor's,f,sourcing,1,43,3,9,0,0,76
42497,Operations,region_2,Bachelor's,m,other,1,47,4,17,1,0,57
9457,Operations,region_13,Bachelor's,f,other,2,33,3,6,1,0,64
19668,Operations,region_9,Bachelor's,m,other,1,28,3,4,1,0,63
29903,Operations,region_15,Bachelor's,f,sourcing,1,36,3,10,1,0,58
58768,Operations,region_30,Bachelor's,m,other,1,30,,1,0,0,59
70664,Operations,region_26,Bachelor's,m,other,1,39,3,5,0,0,62
12103,Operations,region_24,Bachelor's,f,other,1,27,3,3,0,0,59
2471,Operations,region_22,Bachelor's,m,sourcing,1,24,5,3,1,0,61
71369,Operations,region_2,Bachelor's,m,other,1,32,2,8,0,0,59
10998,Operations,region_2,Bachelor's,f,other,1,46,4,5,1,0,58
32257,Operations,region_22,Bachelor's,f,sourcing,1,31,3,8,0,0,62
41392,Operations,region_2,Bachelor's,m,sourcing,1,38,1,3,0,0,61
25020,Operations,region_13,Bachelor's,m,sourcing,1,34,5,6,1,0,59
71122,Operations,region_14,Bachelor's,f,other,1,30,3,3,1,1,95
5101,Operations,region_2,Bachelor's,f,other,1,31,,1,0,0,95
3498,Operations,region_15,Bachelor's,m,other,1,36,4,7,0,0,58
39181,Operations,region_29,Bachelor's,m,other,1,32,1,7,1,0,62
44798,Operations,region_22,Bachelor's,m,sourcing,1,48,4,6,1,0,65
36176,Operations,region_15,Bachelor's,m,referred,2,32,5,7,1,0,66
9326,Operations,region_25,Bachelor's,f,sourcing,1,27,3,4,1,0,60
20359,Operations,region_4,Bachelor's,m,other,1,32,3,6,1,0,59
69171,Operations,region_2,Bachelor's,f,sourcing,1,44,3,11,0,0,61
53704,Operations,region_19,Bachelor's,m,other,1,36,3,6,1,0,57
47037,Operations,region_2,Bachelor's,f,sourcing,1,41,3,2,0,0,60
56979,Operations,region_26,Bachelor's,f,sourcing,1,37,4,2,0,0,57
19168,Operations,region_14,Bachelor's,f,other,1,38,5,5,1,0,57
9958,Operations,region_23,Bachelor's,m,sourcing,1,44,4,3,1,0,59
54511,Operations,region_29,Bachelor's,m,sourcing,1,28,3,2,0,0,57
37772,Operations,region_6,Bachelor's,m,other,1,26,,1,0,0,52
27599,Operations,region_2,Bachelor's,m,other,1,59,5,2,0,0,59
47851,Operations,region_2,Bachelor's,f,other,2,36,5,9,1,0,58
63265,Operations,region_8,Bachelor's,m,other,1,26,3,3,1,0,62
49924,Operations,region_22,Bachelor's,m,other,1,38,5,3,1,1,56
47171,Operations,region_13,Bachelor's,f,other,1,30,2,5,0,0,60
36882,Operations,region_8,Bachelor's,m,sourcing,1,31,,1,0,0,64
53397,Operations,region_7,Bachelor's,m,sourcing,1,41,5,12,1,0,59
77685,Operations,region_2,Bachelor's,m,sourcing,2,32,5,6,1,0,65
11761,Operations,region_13,Bachelor's,m,other,1,27,5,5,1,0,57
63168,Operations,region_2,Bachelor's,f,sourcing,3,30,,1,1,0,63
77626,Operations,region_22,Bachelor's,m,other,1,43,4,3,1,0,61
40189,Operations,region_26,Bachelor's,f,other,1,41,5,13,1,0,64
28342,Operations,region_15,Bachelor's,f,other,1,35,1,3,0,0,59
19920,Operations,region_22,Bachelor's,m,other,4,28,1,8,0,0,63
21292,Operations,region_15,Bachelor's,f,other,1,46,4,15,0,0,60
41678,Operations,region_13,Bachelor's,f,other,1,44,3,4,0,0,57
7094,Operations,region_32,Bachelor's,f,other,1,28,3,3,1,0,55
27531,Operations,region_13,Bachelor's,f,referred,1,30,3,6,1,0,58
21986,Operations,region_2,Bachelor's,m,sourcing,1,35,2,6,1,0,65
69840,Operations,region_19,Bachelor's,m,sourcing,1,30,3,3,0,0,57
24538,Operations,region_12,Bachelor's,f,sourcing,1,30,5,10,1,0,60
70260,Operations,region_2,Bachelor's,m,sourcing,1,31,3,3,0,0,53
11927,Operations,region_17,Bachelor's,f,sourcing,3,26,,1,1,0,64
57662,Operations,region_22,Bachelor's,f,other,1,33,5,6,0,0,58
59446,Operations,region_15,Bachelor's,m,other,1,52,3,18,0,0,62
11638,Operations,region_14,Bachelor's,f,other,1,32,4,5,0,0,62
1329,Operations,region_16,Bachelor's,m,other,1,38,2,4,1,0,61
43263,Operations,region_15,Bachelor's,m,sourcing,1,34,3,3,0,0,61
3128,Operations,region_2,Bachelor's,f,referred,1,30,3,6,0,0,65
57438,Operations,region_13,Bachelor's,m,sourcing,1,31,4,4,1,0,66
18533,Operations,region_8,Bachelor's,m,sourcing,1,33,3,6,0,0,61
12286,Operations,region_21,Bachelor's,m,other,1,36,1,10,0,0,61
77073,Operations,region_2,Bachelor's,f,other,1,30,4,4,1,0,60
75983,Operations,region_6,Bachelor's,f,other,1,45,4,16,0,0,58
27354,Operations,region_2,Bachelor's,f,sourcing,3,33,5,3,1,0,60
68782,Operations,region_14,Bachelor's,m,sourcing,1,26,3,3,0,0,60
28963,Operations,region_19,Bachelor's,f,sourcing,1,40,4,14,1,0,59
3433,Operations,region_2,Bachelor's,m,sourcing,1,52,1,18,0,0,61
68323,Operations,region_6,Bachelor's,m,sourcing,3,27,3,4,0,0,74
1312,Operations,region_21,Bachelor's,f,sourcing,1,35,5,2,1,0,63
49423,Operations,region_2,Bachelor's,m,other,1,56,4,12,1,0,64
67059,Operations,region_11,Bachelor's,f,other,1,28,5,3,0,0,63
42548,Operations,region_26,Bachelor's,f,sourcing,1,29,2,3,0,0,54
52177,Operations,region_11,Bachelor's,f,sourcing,1,33,4,10,0,0,59
66128,Operations,region_2,Bachelor's,m,other,1,35,5,3,1,0,56
42741,Operations,region_13,Bachelor's,m,other,1,31,1,6,0,0,58
12102,Operations,region_9,Bachelor's,m,other,1,27,3,4,0,0,62
3644,Operations,region_26,Bachelor's,m,sourcing,1,35,4,7,0,0,59
7752,Operations,region_2,Bachelor's,f,other,1,50,3,2,0,0,66
63374,Operations,region_22,Bachelor's,m,referred,1,35,3,3,1,0,57
46021,Operations,region_30,Bachelor's,m,sourcing,1,32,4,7,0,0,61
1146,Operations,region_32,Bachelor's,f,sourcing,1,39,3,8,0,0,60
41034,Operations,region_24,Bachelor's,m,sourcing,1,32,3,10,0,0,62
42749,Operations,region_2,Bachelor's,m,sourcing,1,45,4,3,0,0,63
38951,Operations,region_16,Bachelor's,f,other,1,41,3,3,0,0,58
29554,Operations,region_19,Bachelor's,f,other,1,40,4,15,0,0,56
1786,Operations,region_2,Bachelor's,f,sourcing,1,47,5,14,0,0,58
1410,Operations,region_4,Bachelor's,f,other,1,27,3,3,0,0,59
8862,Operations,region_22,Bachelor's,f,other,2,29,5,4,1,0,60
48402,Operations,region_25,Bachelor's,m,other,1,32,3,8,0,0,63
330,Operations,region_7,Bachelor's,f,sourcing,2,29,,1,1,0,59
31766,Operations,region_34,Bachelor's,m,sourcing,1,30,5,8,1,0,61
55071,Operations,region_19,Bachelor's,m,sourcing,1,44,5,16,1,0,62
70683,Operations,region_31,Bachelor's,m,other,1,54,5,11,0,0,59
67762,Operations,region_4,Bachelor's,m,other,1,31,1,5,1,0,57
74389,Operations,region_2,Bachelor's,m,other,1,41,5,13,0,0,62
7503,Operations,region_28,Bachelor's,f,other,1,37,5,7,1,0,58
77365,Operations,region_31,Bachelor's,f,other,1,29,,1,0,0,53
27540,Operations,region_11,Bachelor's,m,sourcing,2,25,3,2,0,0,61
33913,Operations,region_2,Bachelor's,m,other,1,33,4,2,1,0,61
7581,Operations,region_30,Bachelor's,f,sourcing,1,32,4,5,0,0,57
36850,Operations,region_4,Bachelor's,m,sourcing,1,42,5,11,1,0,60
63241,Operations,region_29,Bachelor's,m,sourcing,1,28,5,4,0,0,59
76971,Operations,region_23,Bachelor's,m,other,1,30,4,5,0,0,57
49726,Operations,region_30,Bachelor's,m,other,1,26,3,4,0,0,59
13480,Operations,region_31,Bachelor's,m,sourcing,1,36,3,2,0,0,62
65487,Operations,region_26,Bachelor's,m,other,1,38,5,5,1,0,54
37927,Operations,region_2,Bachelor's,f,other,2,49,3,19,0,0,61
61593,Operations,region_20,Bachelor's,m,sourcing,1,30,5,2,1,0,57
48003,Operations,region_17,Bachelor's,m,other,1,38,5,2,0,0,69
75448,Operations,region_7,Bachelor's,f,sourcing,1,29,1,4,0,0,61
46989,Operations,region_26,Bachelor's,f,sourcing,1,27,5,4,1,0,61
18021,Operations,region_26,Bachelor's,m,other,1,30,4,2,0,0,60
52680,Operations,region_11,Bachelor's,m,sourcing,1,29,1,2,0,0,63
72267,Operations,region_7,Bachelor's,f,other,2,41,5,12,1,0,58
49887,Operations,region_2,Bachelor's,m,other,1,58,4,28,0,0,64
12730,Operations,region_2,Bachelor's,m,sourcing,1,44,3,15,1,0,60
31854,Operations,region_4,Bachelor's,m,sourcing,1,26,,1,0,0,58
60066,Operations,region_22,Bachelor's,m,other,1,31,5,4,1,0,94
1618,Operations,region_15,Bachelor's,m,sourcing,1,29,4,5,0,0,61
72449,Operations,region_23,Bachelor's,f,sourcing,1,30,2,4,0,0,61
696,Operations,region_22,Bachelor's,f,sourcing,2,27,1,2,1,0,64
75979,Operations,region_27,Bachelor's,m,other,1,30,3,2,0,0,61
59843,Operations,region_19,Bachelor's,f,sourcing,1,38,3,8,0,0,58
75327,Operations,region_2,Bachelor's,m,other,1,58,1,15,0,0,60
40581,Operations,region_29,Bachelor's,m,sourcing,2,33,5,4,1,0,59
53469,Operations,region_22,Bachelor's,m,referred,1,31,5,4,1,0,59
8579,Operations,region_26,Bachelor's,m,sourcing,1,31,3,7,0,0,63
16062,Operations,region_30,Bachelor's,f,other,1,28,3,5,1,0,60
54494,Operations,region_15,Bachelor's,f,sourcing,1,38,4,14,1,0,60
374,Operations,region_31,Bachelor's,m,other,1,36,4,3,1,0,62
62144,Operations,region_7,Bachelor's,f,other,1,26,5,2,1,0,61
71512,Operations,region_7,Bachelor's,f,other,2,32,3,3,0,0,59
68014,Operations,region_4,Bachelor's,f,other,1,26,,1,1,0,61
52093,Operations,region_31,Bachelor's,m,sourcing,1,30,1,8,0,0,58
24059,Operations,region_22,Bachelor's,m,sourcing,1,34,5,8,1,0,60
69779,Operations,region_19,Bachelor's,f,other,1,43,3,15,0,0,55
25496,Operations,region_7,Bachelor's,f,other,1,36,4,7,0,0,57
58921,Operations,region_32,Bachelor's,f,other,1,35,3,5,0,0,56
57130,Operations,region_20,Bachelor's,m,other,1,27,5,5,1,0,59
3860,Operations,region_17,Bachelor's,m,other,1,31,1,4,0,0,62
42062,Operations,region_7,Bachelor's,f,other,3,29,1,4,0,0,59
62126,Operations,region_29,Bachelor's,m,sourcing,1,47,5,15,0,0,59
34293,Operations,region_19,Bachelor's,f,other,1,38,4,10,0,0,60
8437,Operations,region_2,Bachelor's,f,other,1,52,3,14,0,0,58
63396,Operations,region_16,Bachelor's,f,sourcing,1,37,3,7,1,0,57
19433,Operations,region_2,Bachelor's,m,other,1,54,5,5,0,0,63
25891,Operations,region_15,Bachelor's,f,sourcing,1,31,5,2,1,0,63
31162,Operations,region_32,Bachelor's,m,sourcing,1,33,5,7,1,1,56
57768,Operations,region_20,Bachelor's,m,sourcing,1,28,4,3,0,0,58
65842,Operations,region_26,Bachelor's,m,other,1,34,5,7,0,0,58
4286,Operations,region_22,Bachelor's,m,other,1,28,,1,1,0,62
19486,Operations,region_28,Bachelor's,f,other,1,30,5,5,0,0,59
31213,Operations,region_26,Bachelor's,f,sourcing,1,32,3,10,0,0,64
56065,Operations,region_2,Bachelor's,m,sourcing,1,31,,1,0,0,62
34842,Operations,region_32,Bachelor's,m,sourcing,1,26,3,2,0,0,57
16124,Operations,region_2,Bachelor's,f,other,1,32,5,6,0,0,58
57348,Operations,region_26,Bachelor's,m,other,1,38,5,8,1,0,60
18983,Operations,region_31,Bachelor's,f,other,1,32,5,7,1,0,64
72683,Operations,region_26,Bachelor's,m,other,1,26,4,2,1,0,56
30112,Operations,region_15,Bachelor's,f,other,1,35,5,4,0,0,60
42080,Operations,region_19,Bachelor's,m,sourcing,1,32,1,7,1,0,62
52783,Operations,region_27,Bachelor's,m,other,1,32,4,4,0,0,57
2943,Operations,region_9,Bachelor's,m,other,1,32,5,3,0,0,60
12098,Operations,region_7,Bachelor's,m,sourcing,1,28,5,3,0,0,55
54772,Operations,region_13,Bachelor's,m,sourcing,1,41,3,15,0,0,57
31850,Operations,region_8,Bachelor's,f,sourcing,1,29,3,3,0,0,64
41731,Operations,region_19,Bachelor's,m,sourcing,1,41,2,15,0,0,59
31926,Operations,region_27,Bachelor's,m,other,1,40,3,7,1,0,62
72194,Operations,region_22,Bachelor's,f,other,2,30,3,2,0,0,60
5328,Operations,region_16,Bachelor's,f,sourcing,1,31,3,2,1,0,57
18025,Operations,region_34,Bachelor's,m,other,1,29,1,3,0,0,64
24985,Operations,region_23,Bachelor's,f,other,1,35,5,4,1,0,61
62361,Operations,region_6,Bachelor's,f,sourcing,1,39,5,3,1,1,60
35590,Operations,region_15,Bachelor's,m,referred,2,35,5,6,1,0,58
10047,Operations,region_13,Bachelor's,f,sourcing,1,31,4,6,1,0,54
77831,Operations,region_4,Bachelor's,m,sourcing,1,49,5,6,1,0,62
71139,Operations,region_23,Bachelor's,m,other,1,35,5,8,1,0,59
31157,Operations,region_2,Bachelor's,m,other,2,26,5,3,1,0,61
75259,Operations,region_2,Bachelor's,f,other,1,31,4,2,1,0,54
76075,Operations,region_22,Bachelor's,m,referred,1,32,4,6,0,0,57
11461,Operations,region_30,Bachelor's,f,other,1,32,4,4,1,0,61
9296,Operations,region_11,Bachelor's,m,sourcing,1,48,5,11,0,0,58
35808,Operations,region_2,Bachelor's,m,other,1,33,1,3,0,0,60
70835,Operations,region_11,Bachelor's,f,sourcing,2,30,4,2,0,0,59
35951,Operations,region_31,Bachelor's,m,other,1,26,5,3,1,0,58
69618,Operations,region_2,Bachelor's,m,sourcing,1,46,4,18,0,0,54
64959,Operations,region_4,Bachelor's,m,sourcing,1,41,4,2,0,0,54
3351,Operations,region_22,Bachelor's,f,other,1,49,5,17,1,0,62
61158,Operations,region_13,Bachelor's,f,sourcing,1,38,4,3,1,1,58
17162,Operations,region_2,Bachelor's,f,other,1,37,5,4,0,1,60
5031,Operations,region_7,Bachelor's,m,sourcing,1,27,,1,0,0,59
26929,Operations,region_26,Bachelor's,f,sourcing,1,28,5,5,0,0,66
10910,Operations,region_8,Bachelor's,m,other,1,33,1,2,0,0,58
49083,Operations,region_12,Bachelor's,m,other,1,31,4,3,1,0,60
64507,Operations,region_2,Bachelor's,f,referred,2,35,5,10,1,0,63
72653,Operations,region_15,Bachelor's,f,sourcing,2,38,5,3,0,0,63
12319,Operations,region_4,Bachelor's,m,sourcing,1,38,3,10,0,0,63
54113,Operations,region_2,Bachelor's,m,other,1,30,3,3,0,0,62
62539,Operations,region_14,Bachelor's,m,other,1,45,5,7,1,0,57
4270,Operations,region_15,Bachelor's,m,referred,1,34,5,4,0,0,60
53648,Operations,region_15,Bachelor's,m,sourcing,1,38,4,8,0,0,61
63191,Operations,region_26,Bachelor's,f,sourcing,1,36,3,7,0,0,62
30820,Operations,region_2,Bachelor's,m,sourcing,1,47,4,7,0,0,67
57337,Operations,region_2,Bachelor's,f,sourcing,1,33,5,6,0,1,76
34325,Operations,region_15,Bachelor's,m,sourcing,2,33,3,7,0,0,60
47257,Operations,region_27,Bachelor's,f,sourcing,1,35,3,8,0,0,68
16848,Operations,region_22,Bachelor's,m,other,1,40,2,7,0,0,58
12241,Operations,region_26,Bachelor's,f,other,1,28,4,3,0,0,54
44829,Operations,region_2,Bachelor's,m,sourcing,1,41,5,4,0,0,76
48924,Operations,region_7,Bachelor's,m,sourcing,3,40,3,4,1,0,59
43448,Operations,region_19,Bachelor's,m,other,1,47,5,17,1,0,58
29820,Operations,region_32,Bachelor's,m,sourcing,2,39,4,3,1,0,57
70648,Operations,region_5,Bachelor's,f,sourcing,1,26,3,3,0,0,59
16896,Operations,region_22,Bachelor's,m,other,2,28,3,2,1,0,60
76052,Operations,region_2,Bachelor's,m,other,1,40,1,2,0,0,57
60458,Operations,region_20,Bachelor's,f,other,1,31,3,6,1,0,57
57171,Operations,region_22,Bachelor's,m,sourcing,1,26,3,2,1,0,54
10321,Operations,region_7,Bachelor's,m,sourcing,1,40,3,12,1,0,57
12748,Operations,region_22,Bachelor's,f,sourcing,1,49,3,16,0,0,64
25374,Operations,region_27,Bachelor's,f,sourcing,1,33,5,7,0,0,59
47757,Operations,region_2,Bachelor's,m,sourcing,2,45,5,14,1,0,61
4767,Operations,region_7,Bachelor's,m,other,1,30,5,6,1,0,55
23122,Operations,region_26,Bachelor's,m,other,1,28,5,3,1,0,61
66145,Operations,region_26,Bachelor's,m,other,1,31,3,9,0,0,57
72102,Operations,region_13,Bachelor's,m,sourcing,1,43,4,12,0,0,63
45760,Operations,region_22,Bachelor's,m,other,1,23,3,1,0,0,63
5415,Operations,region_4,Bachelor's,m,other,1,58,4,4,1,1,61
52562,Operations,region_22,Bachelor's,m,other,1,23,5,2,1,0,60
51759,Operations,region_19,Bachelor's,m,other,1,30,5,4,1,0,61
4519,Operations,region_4,Bachelor's,m,sourcing,1,30,5,2,1,0,57
57675,Operations,region_26,Bachelor's,m,other,2,30,5,7,1,0,63
38190,Operations,region_4,Bachelor's,f,sourcing,1,39,5,9,1,0,57
77192,Operations,region_13,Bachelor's,m,other,1,24,3,2,0,0,56
29244,Operations,region_7,Bachelor's,m,other,1,32,5,5,0,0,63
69135,Operations,region_7,Bachelor's,m,sourcing,1,28,5,2,1,0,63
24957,Operations,region_6,Bachelor's,f,other,1,27,4,5,0,0,60
8818,Operations,region_11,Bachelor's,m,other,1,32,3,8,1,0,61
41345,Operations,region_31,Bachelor's,m,other,1,25,,1,0,0,59
25090,Operations,region_2,Bachelor's,m,sourcing,1,56,4,4,1,0,60
56071,Operations,region_2,Bachelor's,f,sourcing,1,38,2,11,0,0,67
3344,Operations,region_22,Bachelor's,m,other,1,38,3,6,1,0,55
31378,Operations,region_2,Bachelor's,m,other,1,43,5,11,0,0,57
20262,Operations,region_13,Bachelor's,m,sourcing,1,42,5,7,1,1,94
41909,Operations,region_26,Bachelor's,m,other,1,46,5,13,1,0,63
56786,Operations,region_22,Bachelor's,m,other,1,60,3,18,0,0,59
4943,Operations,region_6,Bachelor's,m,other,2,34,3,8,0,0,57
10643,Operations,region_2,Bachelor's,f,other,2,42,5,5,1,0,59
17507,Operations,region_7,Bachelor's,m,sourcing,1,25,,1,0,0,67
6959,Operations,region_2,Bachelor's,m,other,2,36,3,3,0,0,62
12282,Operations,region_2,Bachelor's,m,other,1,42,2,14,0,0,58
60384,Operations,region_3,Bachelor's,m,sourcing,1,31,3,1,0,0,56
44998,Operations,region_19,Bachelor's,m,other,1,38,4,4,0,0,63
70820,Operations,region_2,Bachelor's,m,sourcing,1,36,2,10,1,0,60
8036,Operations,region_15,Bachelor's,m,sourcing,1,30,3,4,0,0,57
76467,Operations,region_14,Bachelor's,m,other,1,41,5,3,0,0,58
19979,Operations,region_2,Bachelor's,m,other,1,55,5,23,1,0,55
42875,Operations,region_27,Bachelor's,f,other,1,29,5,4,1,0,58
174,Operations,region_2,Bachelor's,m,sourcing,1,32,5,5,1,0,62
72262,Operations,region_32,Bachelor's,m,sourcing,1,35,3,7,1,0,62
73152,Operations,region_22,Bachelor's,m,sourcing,1,47,3,5,0,0,54
54741,Operations,region_22,Bachelor's,m,other,2,42,5,5,0,0,77
36867,Operations,region_22,Bachelor's,m,other,1,28,5,6,0,0,63
66993,Operations,region_2,Bachelor's,m,other,2,55,3,25,0,0,55
39735,Operations,region_27,Bachelor's,f,other,1,28,,1,0,0,52
29723,Operations,region_24,Bachelor's,m,other,1,32,5,5,1,0,58
53786,Operations,region_6,Bachelor's,f,other,1,28,4,2,0,0,62
22463,Operations,region_11,Bachelor's,f,sourcing,1,27,5,3,1,0,60
64916,Operations,region_13,Bachelor's,m,other,1,32,3,5,1,0,61
35613,Operations,region_2,Bachelor's,m,other,1,35,3,8,1,0,56
50409,Operations,region_2,Bachelor's,f,sourcing,1,32,4,4,1,0,62
5919,Operations,region_13,Bachelor's,f,other,1,27,,1,1,0,63
21766,Operations,region_22,Bachelor's,m,other,2,39,4,9,1,0,59
10241,Operations,region_16,Bachelor's,m,other,1,38,4,2,0,0,60
2156,Operations,region_15,Bachelor's,f,sourcing,1,43,3,3,0,0,58
15089,Operations,region_13,Bachelor's,m,other,1,37,5,8,0,0,65
44128,Operations,region_12,Bachelor's,m,other,1,32,3,5,1,0,58
53449,Operations,region_14,Bachelor's,m,other,1,26,4,2,1,0,57
20138,Operations,region_2,Bachelor's,m,sourcing,2,52,1,25,0,0,54
30903,Operations,region_2,Bachelor's,f,other,2,39,3,9,0,0,56
64530,Operations,region_19,Bachelor's,m,sourcing,2,35,4,7,1,0,59
2140,Operations,region_19,Bachelor's,f,other,1,36,4,4,1,0,58
69344,Operations,region_7,Bachelor's,m,sourcing,2,35,5,5,1,0,62
70417,Operations,region_22,Bachelor's,m,referred,1,31,4,2,0,0,60
36846,Operations,region_22,Bachelor's,m,other,2,31,3,5,0,0,60
13725,Operations,region_30,Bachelor's,m,other,1,34,4,8,1,0,58
35322,Operations,region_2,Bachelor's,m,sourcing,1,33,4,3,0,0,62
31380,Operations,region_13,Bachelor's,m,other,1,37,3,7,0,0,61
48351,Operations,region_15,Bachelor's,m,referred,1,35,3,6,1,0,65
32825,Operations,region_16,Bachelor's,f,sourcing,1,33,4,4,1,0,60
49314,Operations,region_22,Bachelor's,m,sourcing,1,32,5,3,1,0,63
43637,Operations,region_2,Bachelor's,m,other,1,29,2,2,0,0,65
27231,Operations,region_2,Bachelor's,f,sourcing,1,36,3,9,0,0,61
27773,Operations,region_6,Bachelor's,m,other,1,37,5,2,1,0,63
24171,Operations,region_8,Bachelor's,m,sourcing,1,27,,1,0,0,57
72864,Operations,region_19,Bachelor's,m,other,2,36,3,3,1,0,62
13676,Operations,region_32,Bachelor's,f,other,2,27,,1,0,0,61
64380,Operations,region_2,Bachelor's,f,other,1,45,4,6,0,0,55
4103,Operations,region_12,Bachelor's,f,sourcing,1,28,,1,1,0,58
18690,Operations,region_11,Bachelor's,m,sourcing,1,47,3,16,0,0,64
37089,Operations,region_24,Bachelor's,m,other,1,26,3,3,0,0,60
8739,Operations,region_24,Bachelor's,m,sourcing,1,32,5,4,1,0,60
73162,Operations,region_26,Bachelor's,f,sourcing,1,29,3,2,1,0,58
31769,Operations,region_27,Bachelor's,m,other,1,43,5,3,1,0,59
58634,Operations,region_4,Bachelor's,f,other,1,33,5,4,1,0,60
11810,Operations,region_2,Bachelor's,f,other,2,31,3,6,0,0,60
27028,Operations,region_2,Bachelor's,f,other,1,45,3,7,0,0,55
10834,Operations,region_2,Bachelor's,m,other,1,36,3,8,0,0,62
72205,Operations,region_13,Bachelor's,f,other,1,46,3,19,0,0,62
49879,Operations,region_8,Bachelor's,f,sourcing,1,34,3,7,0,1,57
57340,Operations,region_5,Bachelor's,m,sourcing,1,27,2,1,0,0,61
13486,Operations,region_11,Bachelor's,m,sourcing,2,36,5,4,1,0,60
57430,Operations,region_15,Bachelor's,m,sourcing,1,46,5,17,1,0,53
31263,Operations,region_27,Bachelor's,m,sourcing,1,30,5,2,1,0,65
16617,Operations,region_22,Bachelor's,f,sourcing,1,30,5,3,0,0,68
31323,Operations,region_11,Bachelor's,f,sourcing,1,25,5,2,1,0,61
71553,Operations,region_4,Bachelor's,m,sourcing,1,43,5,15,0,0,60
29455,Operations,region_31,Bachelor's,m,other,1,35,3,3,0,0,55
60285,Operations,region_16,Bachelor's,m,sourcing,1,38,3,12,0,0,63
4121,Operations,region_28,Bachelor's,m,other,1,27,3,2,1,0,60
43764,Operations,region_17,Bachelor's,m,other,1,26,5,5,1,0,61
